objecttype,broadperio,fromdate,todate,old_findID
END SCRAPER,NEOLITHIC,-3500,-800,WILT-7FC4B2
END SCRAPER,NEOLITHIC,-2500,-2100,WILT-7FA0D7
END SCRAPER,NEOLITHIC,-2500,-2100,WILT-7F7A04
AWL,BRONZE AGE,-2150,-800,WILT-77CB78
ARMLET,UNKNOWN,-1200,410,WILT-BB14B5
SOCKETED AXEHEAD,BRONZE AGE,-1150,-800,WILT-CB58F4
AWL,BRONZE AGE,-1000,-800,WILT-ACE36E
WHETSTONE,POST MEDIEVAL,-800,-800,WILT-DBACE4
COIN,IRON AGE,-800,42,WILT-272C40
COIN,IRON AGE,-800,42,WILT-270183
COIN,IRON AGE,-800,42,WILT-271831
COIN,IRON AGE,-800,42,WILT-26DD82
PIN,IRON AGE,-800,42,WILT-6764E0
BROOCH,IRON AGE,-800,42,WILT-B8D6D4
UNIDENTIFIED OBJECT,IRON AGE,-800,42,PUBLIC-4DBF0D
BEAD,IRON AGE,-800,42,PUBLIC-FBA25B
FERRULE,IRON AGE,-700,1500,WILT-7A9021
RING,UNKNOWN,-600,1800,WILT-3ECFA7
RING,UNKNOWN,-600,1800,WILT-3EAA38
BROOCH,IRON AGE,-400,-200,SOM-7CDC28
HARNESS FITTING,IRON AGE,-200,400,WILT-23C982
BEAD,UNKNOWN,-200,1700,WILT-AF66F2
COIN,IRON AGE,-125,-100,SOM-01F2B6
COIN,IRON AGE,-100,-90,WILT-296946
TOGGLE,IRON AGE,-100,150,WILT-97C9E8
COIN,ROMAN,-79,-79,BM-4A433E
COIN,IRON AGE,-60,-20,BM-F654A1
COIN,IRON AGE,-50,42,BM-F602B7
COIN,IRON AGE,-50,50,SOM-2D7953
COIN,ROMAN,-32,-31,WILT-279C51
MOUNT,UNKNOWN,0,0,WILT-872403
UNIDENTIFIED OBJECT,UNKNOWN,0,0,WILT-3FCAE1
INGOT,UNKNOWN,0,0,WILT-46B44D
UNIDENTIFIED OBJECT,UNKNOWN,0,0,WILT-85FBF6
MOUNT,UNKNOWN,0,0,WILT-86AEBC
BOWL,UNKNOWN,0,0,WILT-BEC795
BROOCH,ROMAN,0,100,WILT-3C26C3
MOUNT,POST MEDIEVAL,0,1700,WILT-A69E27
NAIL,POST MEDIEVAL,0,1900,WILT-A0F757
BROOCH,IRON AGE,1,100,WILT-7BEC32
BROOCH,IRON AGE,1,100,WILT-7BC127
BROOCH,IRON AGE,1,100,WILT-A300F4
BROOCH,IRON AGE,1,100,WILT-A2D442
BROOCH,ROMAN,1,100,WILT-7BA564
BROOCH,ROMAN,1,100,WILT-7B8606
BROOCH,ROMAN,1,100,WILT-7B5E88
BROOCH,ROMAN,1,100,WILT-A3F0D3
BROOCH,ROMAN,1,100,WILT-797576
BROOCH,ROMAN,1,200,WILT-7C00E3
BROOCH,ROMAN,1,200,WILT-A39C24
BROOCH,ROMAN,1,200,WILT-A34EE4
BROOCH,ROMAN,1,200,WILT-B760A1
BROOCH,ROMAN,1,200,WILT-B725D2
SPOON,ROMAN,1,408,WILT-8BDD53
MOUNT,ROMAN,1,408,WILT-7706A6
EAR RING,ROMAN,1,408,WILT-CD1D75
FURNITURE FITTING,ROMAN,1,408,WILT-8C6F43
FURNITURE FITTING,ROMAN,1,408,WILT-8C1118
SPINDLE WHORL,MEDIEVAL,1,1800,WILT-1BD284
WEIGHT,UNKNOWN,1,1800,WILT-1BB575
WEIGHT,UNKNOWN,1,1800,WILT-1B9286
MOUNT,ROMAN,10,400,WILT-0359D1
FINGER RING,ROMAN,10,408,WILT-6636E2
BROOCH,IRON AGE,20,80,WILT-79C141
BROOCH,IRON AGE,20,100,WILT-BF1E41
UNIDENTIFIED OBJECT,IRON AGE,20,1500,WILT-933428
BROOCH,IRON AGE,25,60,WILT-E98F62
BROOCH,IRON AGE,25,70,WILT-7A4993
BROOCH,ROMAN,25,80,WILT-3B08D9
BROOCH,IRON AGE,25,150,WILT-E58783
BROOCH,ROMAN,40,65,SOM-6DC775
COIN,ROMAN,41,260,BM-822DF4
COIN,ROMAN,41,260,BM-82260D
COIN,ROMAN,41,260,BM-94C26C
COIN,ROMAN,41,260,BM-9457B9
COIN,ROMAN,41,260,BM-7EB149
TOILET ARTICLE,ROMAN,41,410,WILT-AF6BF1
TWEEZERS,ROMAN,41,410,WILT-AFBD22
BROOCH,ROMAN,43,70,PUBLIC-A192C4
BROOCH,ROMAN,43,70,WILT-0DEE76
BROOCH,ROMAN,43,70,WILT-BDC497
BROOCH,ROMAN,43,75,WILT-DB236E
BROOCH,ROMAN,43,75,WILT-DACA99
BROOCH,ROMAN,43,75,WILT-D98381
BROOCH,ROMAN,43,100,WILT-DD3F4E
BROOCH,ROMAN,43,100,WILT-DEDE18
BROOCH,ROMAN,43,100,WILT-79A3D7
BROOCH,ROMAN,43,100,WILT-D9E7A2
BROOCH,ROMAN,43,100,WILT-DC7288
BROOCH,ROMAN,43,100,WILT-DD0557
BROOCH,ROMAN,43,100,WILT-B2EECC
BROOCH,ROMAN,43,200,WILT-ECD935
BROOCH,ROMAN,43,200,WILT-EC52BE
VESSEL,ROMAN,43,200,WILT-0EEE23
COIN,ROMAN,43,250,WILT-9F20E4
COIN,ROMAN,43,250,WILT-362351
COIN,ROMAN,43,260,WILT-A10077
BRACELET,ROMAN,43,402,SOM-F732E1
FINGER RING,ROMAN,43,410,WILT-25A237
VESSEL,ROMAN,43,410,IARCH-75DD00
HOARD,ROMAN,43,410,IARCH-44594F
STUD FASTENER,ROMAN,43,410,PUBLIC-936EDB
FINGER RING,ROMAN,43,410,WILT-24D99C
BRACELET,ROMAN,43,410,WILT-92E454
UNIDENTIFIED OBJECT,ROMAN,43,410,WILT-7C3196
BRACELET,ROMAN,43,410,WILT-F44CC6
VESSEL,ROMAN,43,410,WILT-B79E21
STUD,ROMAN,43,410,WILT-3BA81A
MOUNT,ROMAN,43,410,WILT-3C10E5
FURNITURE FITTING,ROMAN,43,410,WILT-867143
HOARD,ROMAN,43,410,IARCH-1260D8
FINGER RING,ROMAN,43,410,PUBLIC-AA1C00
BRACELET,ROMAN,43,410,WILT-ACFEC5
BRACELET,ROMAN,43,410,WILT-2672AB
FINGER RING,ROMAN,43,410,WILT-2536F9
STUD,ROMAN,43,410,PUBLIC-B723A6
PIN,ROMAN,43,410,WILT-84A9C2
SPOON,ROMAN,43,410,WILT-AD5578
BROOCH,ROMAN,43,410,WILT-3E85EA
BROOCH,ROMAN,43,410,WILT-840C8C
FURNITURE FITTING,ROMAN,43,410,WILT-A4B8E0
BROOCH,ROMAN,43,410,WILT-BC4B28
BRACELET,ROMAN,43,410,WILT-BC85A0
VESSEL,ROMAN,43,410,SOM-72461C
FINGER RING,ROMAN,43,410,NMGW-9BBA17
PENDANT,ROMAN,43,410,PUBLIC-FD0111
BUCKLE,UNKNOWN,43,1400,WILT-05734E
AWL,UNKNOWN,43,1500,WILT-7225AA
UNIDENTIFIED OBJECT,UNKNOWN,43,1800,WILT-3F91D5
NAIL CLEANER,ROMAN,50,50,NMGW-9B9B22
BROOCH,ROMAN,50,150,WILT-D77833
BROOCH,ROMAN,50,150,WILT-C989B2
BROOCH,ROMAN,50,150,WILT-C85DAF
BROOCH,ROMAN,50,150,WILT-EA6B0B
BROOCH,ROMAN,50,150,WILT-C8A4C4
BROOCH,ROMAN,50,150,PUBLIC-E2BDB3
BROOCH,ROMAN,50,150,WILT-C7C7CE
BROOCH,ROMAN,50,150,WILT-E4809D
BROOCH,ROMAN,50,150,WILT-D6D5F1
BROOCH,ROMAN,50,150,WILT-EBB4E8
BROOCH,ROMAN,50,150,WILT-3C1632
BROOCH,ROMAN,50,150,WILT-E413C8
BROOCH,ROMAN,50,150,WILT-C7FE9D
BROOCH,ROMAN,50,150,WILT-E775D4
BROOCH,ROMAN,50,150,WILT-E94777
BROOCH,ROMAN,50,150,PUBLIC-E1ABA7
BROOCH,ROMAN,50,150,WILT-CA1F32
BROOCH,ROMAN,50,150,WILT-C95AA7
BROOCH,ROMAN,50,150,WILT-BED1C7
BROOCH,ROMAN,50,150,WILT-BE8C76
BROOCH,ROMAN,50,150,WILT-BE4656
BROOCH,ROMAN,50,150,WILT-BE0100
BROOCH,ROMAN,50,150,WILT-C725CC
BROOCH,ROMAN,50,175,SOM-ECD07B
BROOCH,ROMAN,50,200,WILT-EE6349
COIN,ROMAN,50,200,SOM-51E715
BROOCH,ROMAN,50,200,WILT-EE9F62
HARNESS MOUNT,ROMAN,50,400,SOM-54A823
BROOCH,ROMAN,55,100,WILT-B271C7
COIN,IRON AGE,58,43,WILT-6F6F27
COIN,IRON AGE,58,43,WILT-6F2D79
BROOCH,ROMAN,70,110,WILT-CFB7D0
BROOCH,ROMAN,75,100,WILT-D8CB75
BROOCH,ROMAN,75,175,WILT-3AE145
BROOCH,ROMAN,75,200,WILT-ED682B
BROOCH,ROMAN,75,200,WILT-DC24E1
BROOCH,ROMAN,75,200,WILT-3360EB
BROOCH,ROMAN,80,250,WILT-03AAA2
BROOCH,ROMAN,80,250,WILT-9390A2
BROOCH,ROMAN,80,250,WILT-93F768
BROOCH,ROMAN,80,250,WILT-3F728D
COIN,ROMAN,81,96,WILT-9EC7A6
BROOCH,IRON AGE,100,100,WILT-3B1A38
BROOCH,ROMAN,100,200,WILT-4BF5B6
BROOCH,ROMAN,100,200,WILT-EF1181
BROOCH,ROMAN,100,200,WILT-88C009
BROOCH,ROMAN,100,200,WILT-967CBC
PLATE BROOCH,ROMAN,100,200,SOM-1A6D81
PLATE BROOCH,ROMAN,100,250,WILT-B17BB4
BROOCH,ROMAN,100,250,WILT-DDD4FB
BROOCH,ROMAN,100,250,WILT-B1E0F6
BROOCH,ROMAN,100,300,WILT-E7C854
COIN,ROMAN,117,125,BM-823B00
COIN,ROMAN,119,121,BM-943CB8
COIN,ROMAN,132,134,WILT-8C794D
COIN,ROMAN,138,192,BM-7EECD1
COIN,ROMAN,139,161,BM-948700
COIN,ROMAN,147,175,WILT-03164E
BROOCH,ROMAN,150,250,WILT-EE0ED5
COIN,ROMAN,154,155,SOM-067BE7
COIN,ROMAN,161,192,SOM-540921
COIN,ROMAN,164,169,BM-7EDF37
COIN,ROMAN,198,209,WILT-7090B6
BROOCH,ROMAN,200,350,WILT-3A3A66
BROOCH,ROMAN,200,350,WILT-CE45DB
BROOCH,ROMAN,200,350,WILT-39ED2D
BROOCH,ROMAN,200,400,WILT-EB1156
MOUNT,ROMAN,200,410,PUBLIC-10DFDA
FINGER RING,ROMAN,200,410,WILT-B09203
FINGER RING,ROMAN,200,410,WILT-CF5D4C
COIN,ROMAN,218,222,BM-81CDC4
COIN,ROMAN,238,244,WILT-3BEA03
COIN,ROMAN,238,244,WILT-9FA237
BRACELET,ROMAN,250,400,WILT-AB1E81
BROOCH,ROMAN,250,400,SOM-6D0773
BRACELET,ROMAN,250,400,WILT-AABB27
COIN,ROMAN,251,253,BM-2EEB79
COIN,ROMAN,253,260,BM-CC5245
COIN,ROMAN,253,260,BM-2F095F
COIN,ROMAN,253,268,SOM-523865
COIN,ROMAN,260,265,WILT-93893C
COIN,ROMAN,260,268,WILT-A52A00
COIN,ROMAN,260,268,WILT-9C2190
COIN,ROMAN,260,268,WILT-C5F627
COIN,ROMAN,260,268,WILT-A5A2C1
COIN,ROMAN,260,268,WILT-9E8773
COIN,ROMAN,260,268,WILT-88540D
COIN,ROMAN,260,268,WILT-94E34B
COIN,ROMAN,260,268,BM-442BC4
COIN,ROMAN,260,268,SOM-488693
COIN,ROMAN,260,268,SOM-02A1F4
COIN,ROMAN,260,268,BM-F544EC
COIN,ROMAN,260,268,BM-E558C5
COIN,ROMAN,260,268,BM-E14A82
COIN,ROMAN,260,268,BM-E0F7C3
COIN,ROMAN,260,268,BM-E08C56
COIN,ROMAN,260,268,BM-E062D3
COIN,ROMAN,260,268,SOM-06C065
COIN,ROMAN,260,268,BM-7D716C
COIN,ROMAN,260,268,BM-7D4EA8
COIN,ROMAN,260,268,BM-7D4464
COIN,ROMAN,260,268,WILT-3A3314
COIN,ROMAN,260,268,WILT-377F11
COIN,ROMAN,260,268,WILT-374032
COIN,ROMAN,260,268,BM-FF5B68
COIN,ROMAN,260,268,BM-FF3A50
COIN,ROMAN,260,268,BM-FF17D3
COIN,ROMAN,260,268,WILT-A2C3F1
COIN,ROMAN,260,269,WILT-CE38F6
COIN,ROMAN,260,275,SOM-02F9D7
COIN,ROMAN,260,275,WILT-2A5239
COIN,ROMAN,260,275,WILT-2A4DDB
COIN,ROMAN,260,275,WILT-2A4958
COIN,ROMAN,260,275,WILT-2A4355
COIN,ROMAN,260,275,WILT-2A3A79
COIN,ROMAN,260,275,WILT-88D049
COIN,ROMAN,260,275,WILT-889D58
COIN,ROMAN,260,275,WILT-BF083B
COIN,ROMAN,260,275,WILT-BE93D9
COIN,ROMAN,260,275,WILT-BDC784
COIN,ROMAN,260,275,WILT-BDB48B
COIN,ROMAN,260,275,BM-F3CD59
COIN,ROMAN,260,275,BM-F3C4D6
COIN,ROMAN,260,275,WILT-39DEB6
COIN,ROMAN,260,275,WILT-39CF11
COIN,ROMAN,260,275,WILT-39C4F8
COIN,ROMAN,260,275,BM-952EF4
COIN,ROMAN,260,275,BM-7EA70D
COIN,ROMAN,260,275,BM-7D842C
COIN,ROMAN,260,275,WILT-A1C301
COIN,ROMAN,260,275,SOM-039157
COIN,ROMAN,260,296,WILT-9E05AC
COIN,ROMAN,260,296,WILT-9DA1F1
COIN,ROMAN,260,296,WILT-9D7466
COIN,ROMAN,260,296,WILT-9C7AFD
COIN,ROMAN,260,296,WILT-9C53EA
COIN,ROMAN,260,296,BM-46F039
COIN,ROMAN,260,296,WILT-768DA7
COIN,ROMAN,260,296,BM-809DAB
COIN,ROMAN,260,296,BM-974554
COIN,ROMAN,260,402,WILT-2A2D73
COIN,ROMAN,260,402,WILT-BF23D2
COIN,ROMAN,260,402,WILT-BF1D4B
COIN,ROMAN,260,402,WILT-BF1658
COIN,ROMAN,260,402,WILT-BF0F9E
COIN,ROMAN,260,402,WILT-BF0241
COIN,ROMAN,260,402,WILT-BEFBCF
COIN,ROMAN,260,402,WILT-BED757
COIN,ROMAN,260,402,WILT-94F411
COIN,ROMAN,260,402,WILT-94A969
COIN,ROMAN,260,402,WILT-93D629
COIN,ROMAN,260,402,WILT-CE86F0
COIN,ROMAN,260,402,WILT-BD6361
COIN,ROMAN,260,402,WILT-BD5175
COIN,ROMAN,260,402,BM-F3D57D
COIN,ROMAN,260,402,BM-BADBF4
COIN,ROMAN,260,402,WILT-76AD12
COIN,ROMAN,260,402,WILT-7530C4
COIN,ROMAN,260,402,SOM-2D5262
COIN,ROMAN,260,402,SOM-0949C3
COIN,ROMAN,260,402,SOM-064BF5
COIN,ROMAN,260,402,BM-80A55E
COIN,ROMAN,260,402,BM-6B6FE2
COIN,ROMAN,260,402,BM-6B187D
COIN,ROMAN,260,402,BM-4E0859
COIN,ROMAN,260,402,WILT-3694E6
COIN,ROMAN,260,402,BM-978941
COIN,ROMAN,260,402,BM-9366CD
COIN,ROMAN,260,402,BM-935F8E
COIN,ROMAN,260,402,BM-FEB062
COIN,ROMAN,260,402,BM-FEAC19
COIN,ROMAN,260,402,BM-FE9C22
COIN,ROMAN,260,402,BM-FE9288
COIN,ROMAN,260,402,BM-FE8C0B
COIN,ROMAN,260,402,BM-FE7A37
COIN,ROMAN,260,402,WILT-A0EB32
COIN,ROMAN,260,402,SOM-060093
COIN,ROMAN,268,269,BM-0002AC
COIN,ROMAN,268,270,WILT-02E512
COIN,ROMAN,268,270,SOM-022723
COIN,ROMAN,268,270,SOM-528906
COIN,ROMAN,268,270,WILT-8735C5
COIN,ROMAN,268,270,WILT-C70F6B
COIN,ROMAN,268,270,WILT-CE0ADC
COIN,ROMAN,268,270,WILT-CDCE21
COIN,ROMAN,268,270,BM-E58B05
COIN,ROMAN,268,270,BM-E5350E
COIN,ROMAN,268,270,BM-E50198
COIN,ROMAN,268,270,BM-E4A85B
COIN,ROMAN,268,270,BM-7F3E13
COIN,ROMAN,268,270,BM-7E717B
COIN,ROMAN,268,270,BM-7DBAFF
COIN,ROMAN,268,270,BM-7B2742
COIN,ROMAN,268,270,WILT-A17986
COIN,ROMAN,268,273,WILT-A2A493
COIN,ROMAN,268,274,WILT-39AE95
COIN,ROMAN,269,271,BM-DE95B3
COIN,ROMAN,269,271,BM-7F7124
COIN,ROMAN,269,271,WILT-379C45
COIN,ROMAN,269,271,BM-969414
COIN,ROMAN,269,271,BM-9688BB
COIN,ROMAN,269,271,BM-7B5234
COIN,ROMAN,269,271,BM-125016
COIN,ROMAN,269,274,WILT-71ADC7
COIN,ROMAN,269,274,BM-DE6AAA
COIN,ROMAN,269,274,WILT-39A5E7
COIN,ROMAN,269,274,WILT-397028
COIN,ROMAN,269,274,BM-96A9CE
COIN,ROMAN,269,274,BM-7AFE5B
COIN,ROMAN,270,270,BM-4512C1
COIN,ROMAN,270,270,SOM-57EAB9
COIN,ROMAN,270,271,WILT-C68694
COIN,ROMAN,270,271,WILT-710914
COIN,ROMAN,270,273,WILT-A29486
COIN,ROMAN,270,285,BM-951AFA
COIN,ROMAN,270,285,BM-951034
COIN,ROMAN,270,285,BM-95073F
COIN,ROMAN,271,274,WILT-9D38E3
COIN,ROMAN,271,274,WILT-8BDC11
COIN,ROMAN,271,274,BM-DEB058
COIN,ROMAN,271,274,BM-DE9F98
COIN,ROMAN,271,274,SOM-079AC1
COIN,ROMAN,271,274,BM-965448
COIN,ROMAN,271,274,BM-964C21
COIN,ROMAN,271,274,BM-9627A1
COIN,ROMAN,271,274,BM-123C81
COIN,ROMAN,271,274,WILT-A2D625
COIN,ROMAN,271,274,WILT-A1B312
COIN,ROMAN,272,274,WILT-8885C3
COIN,ROMAN,272,274,WILT-9473DB
COIN,ROMAN,272,274,WILT-8D0517
COIN,ROMAN,272,274,WILT-8B4E94
COIN,ROMAN,272,274,SOM-6CAFBD
COIN,ROMAN,272,274,BM-E0AD94
COIN,ROMAN,272,274,BM-DED788
COIN,ROMAN,272,274,WILT-728316
COIN,ROMAN,272,274,WILT-38FCC3
COIN,ROMAN,272,274,WILT-38E5B7
COIN,ROMAN,272,274,WILT-37E4E5
COIN,ROMAN,272,274,BM-96C3FE
COIN,ROMAN,272,274,BM-7B0EDB
COIN,ROMAN,275,285,SOM-02BC01
COIN,ROMAN,275,285,SOM-025E41
COIN,ROMAN,275,285,WILT-119F32
COIN,ROMAN,275,285,WILT-1140F4
COIN,ROMAN,275,285,SOM-534F71
COIN,ROMAN,275,285,SOM-530006
COIN,ROMAN,275,285,SOM-52EE44
COIN,ROMAN,275,285,WILT-A0DD98
COIN,ROMAN,275,285,WILT-89BFE3
COIN,ROMAN,275,285,WILT-879CA0
COIN,ROMAN,275,285,WILT-C03A5F
COIN,ROMAN,275,285,WILT-C032CE
COIN,ROMAN,275,285,WILT-C0290B
COIN,ROMAN,275,285,WILT-C01938
COIN,ROMAN,275,285,WILT-C00D5B
COIN,ROMAN,275,285,WILT-BFCBC8
COIN,ROMAN,275,285,WILT-BFC4B9
COIN,ROMAN,275,285,WILT-BFB620
COIN,ROMAN,275,285,WILT-BEF2F5
COIN,ROMAN,275,285,WILT-A8D679
COIN,ROMAN,275,285,WILT-95BC6A
COIN,ROMAN,275,285,WILT-95442E
COIN,ROMAN,275,285,WILT-94B8B2
COIN,ROMAN,275,285,WILT-93B823
COIN,ROMAN,275,285,WILT-929E53
COIN,ROMAN,275,285,WILT-2C934D
COIN,ROMAN,275,285,WILT-2C6753
COIN,ROMAN,275,285,WILT-2C172E
COIN,ROMAN,275,285,WILT-837C13
COIN,ROMAN,275,285,WILT-9C467A
COIN,ROMAN,275,285,WILT-9C2F4E
COIN,ROMAN,275,285,WILT-8C93E4
COIN,ROMAN,275,285,WILT-899CD4
COIN,ROMAN,275,285,WILT-CD9A25
COIN,ROMAN,275,285,WILT-BD986E
COIN,ROMAN,275,285,WILT-BD9287
COIN,ROMAN,275,285,WILT-BD8B1C
COIN,ROMAN,275,285,WILT-BD83AD
COIN,ROMAN,275,285,WILT-BD752F
COIN,ROMAN,275,285,BM-46E388
COIN,ROMAN,275,285,BM-46DA15
COIN,ROMAN,275,285,BM-46D5AB
COIN,ROMAN,275,285,BM-46CA1A
COIN,ROMAN,275,285,SOM-587C93
COIN,ROMAN,275,285,BM-F3A7FC
COIN,ROMAN,275,285,BM-F39DCB
COIN,ROMAN,275,285,BM-F38EB8
COIN,ROMAN,275,285,BM-F385C4
COIN,ROMAN,275,285,BM-F3628C
COIN,ROMAN,275,285,BM-E1FD63
COIN,ROMAN,275,285,BM-E1ED35
COIN,ROMAN,275,285,BM-E1D8FA
COIN,ROMAN,275,285,BM-E1CC68
COIN,ROMAN,275,285,BM-E1C514
COIN,ROMAN,275,285,BM-E1BAD5
COIN,ROMAN,275,285,BM-E1A3BE
COIN,ROMAN,275,285,BM-E196E6
COIN,ROMAN,275,285,BM-E1890C
COIN,ROMAN,275,285,BM-E14436
COIN,ROMAN,275,285,BM-E599BE
COIN,ROMAN,275,285,WILT-755152
COIN,ROMAN,275,285,WILT-7543A0
COIN,ROMAN,275,285,WILT-727174
COIN,ROMAN,275,285,WILT-7269A6
COIN,ROMAN,275,285,WILT-726202
COIN,ROMAN,275,285,WILT-725086
COIN,ROMAN,275,285,SOM-066DB0
COIN,ROMAN,275,285,BM-817FD3
COIN,ROMAN,275,285,BM-8179EE
COIN,ROMAN,275,285,BM-816F94
COIN,ROMAN,275,285,BM-8168AA
COIN,ROMAN,275,285,BM-8162E2
COIN,ROMAN,275,285,BM-815C0C
COIN,ROMAN,275,285,BM-814A68
COIN,ROMAN,275,285,BM-8144CE
COIN,ROMAN,275,285,BM-813E21
COIN,ROMAN,275,285,BM-813608
COIN,ROMAN,275,285,BM-8121C5
COIN,ROMAN,275,285,BM-80F4C1
COIN,ROMAN,275,285,BM-80E5AF
COIN,ROMAN,275,285,BM-80AE8C
COIN,ROMAN,275,285,BM-7F9D06
COIN,ROMAN,275,285,BM-7F94B7
COIN,ROMAN,275,285,BM-7F59C8
COIN,ROMAN,275,285,BM-7F519B
COIN,ROMAN,275,285,BM-46B86B
COIN,ROMAN,275,285,BM-4552E9
COIN,ROMAN,275,285,BM-4544AB
COIN,ROMAN,275,285,BM-45284B
COIN,ROMAN,275,285,BM-451D29
COIN,ROMAN,275,285,WILT-395BC4
COIN,ROMAN,275,285,WILT-395045
COIN,ROMAN,275,285,WILT-394747
COIN,ROMAN,275,285,WILT-393E41
COIN,ROMAN,275,285,WILT-391C34
COIN,ROMAN,275,285,BM-97383C
COIN,ROMAN,275,285,BM-97247A
COIN,ROMAN,275,285,BM-970C56
COIN,ROMAN,275,285,BM-96F6D3
COIN,ROMAN,275,285,BM-96E897
COIN,ROMAN,275,285,BM-96E029
COIN,ROMAN,275,285,BM-96CF33
COIN,ROMAN,275,285,BM-7D7766
COIN,ROMAN,275,285,BM-7D6B38
COIN,ROMAN,275,285,BM-7D5B82
COIN,ROMAN,275,285,BM-7D4E39
COIN,ROMAN,275,285,BM-7D4021
COIN,ROMAN,275,285,BM-7B3F37
COIN,ROMAN,275,285,BM-7B3521
COIN,ROMAN,275,285,WILT-A2B773
COIN,ROMAN,275,285,WILT-A213D7
COIN,ROMAN,275,285,WILT-A1DC62
COIN,ROMAN,275,285,WILT-A1D3B1
COIN,ROMAN,275,285,WILT-A1A0A6
COIN,ROMAN,275,285,WILT-A18FF1
COIN,ROMAN,275,285,SOM-038035
COIN,ROMAN,275,296,WILT-93065C
